-86.73313,33.44722,"Shake Shack-Birmingham,AL","200 Summit Blvd [ste 100], Birmingham,AL 35243, (205) 354-2771|Hours: 11AM-10PM, Sun-Thur|11AM-11PM, Fri & Sat"
-111.7426383,33.306925,"Shake Shack-Gilbert,AZ","2024 E Williams Field Rd, Gilbert,AZ 85925, (480) 561-4875|Hours: 10AM-9PM,Sun|11AM-10PM,Mon-Sat"
-112.0718041,33.5093448,"Shake Shack-Phoenix,AZ","100 E Camelback Rd [Uptown Plaza], Phoenix,AZ 85012, (602) 903-3240|Hours:11AM-10PM, 7 days a week"
-112.006439,33.434752,"Shake Shack-Phoenix,AZ","3400 E Sky Harbor Blvd [Phoenix Sky Harbor Intl], Phoenix,AZ 85034, none listed}|Hours 5AM-10PM, 7 days a week"
-111.9258269,33.6231463,"Shake Shack-Scottsdale,AZ","15030 N Scottsdale Rd [Kierland Commons ste 180G1A], Scottsdale,AZ 85254, (602) 362-2020|Hours: 11AM-10PM, Sun-Thur|11AM-11PM, Fri & Sat"
-111.9288249,33.5023651,"Shake Shack-Scottsdale,AZ","7014 E Camelback Rd [Fashion Square space B116], Scottsdale,AZ 85251, (480) 270-8825|Hours: 11AM-10PM, Sun-Thur|11AM-11PM, Fri & Sat"
-118.405762,34.069825,"Shake Shack-Beverly Hills,CA","9601 S Santa Monica Blvd, Beverly Hills,CA 90210, (424) 322-9108|Hours: 10:30AM-10:30PM, Mon-Fri|11AM-5PM, Sat|Sun Closed"
-118.30962,34.18205,"Shake Shack-Burbank,CA","200 N San Fernando Blvd, Burbank,CA 91502, (747) 333-3040|Hours: 11AM-10PM, Sun-Thur|11AM-119M, Fri & Sat"
-118.606134,34.187776,"Shake Shack-Canoga Park,CA","6443 Topanga Canyon Blvd, Canoga Park,CA 91303, (747) 777-5816|Hours: 11AM-10PM, Sun-Thur|11AM-10:30, Fri-Sat"
-117.266906,33.082995,"Shake Shack-Carlsbad,CA","7740 El Camino Real, Carlsbad,CA 92009, (760) 280-1530|Hours: 10AM-9PM, Mon-Thu|10AM-10pm, Fri|10AM-5PM, Sat|Sun Closed"
-118.393507,33.985749,"Shake Shack-Culver City,CA","6000 Sepulveda Blvd, Culver City,CA 90230, (424) 339-2231|Hours: 10:30AM-9PM, Mon-Fri|9AM-6Pm, Sat|Sun Closed"
-118.38582,33.90229,"Shake Shack-El Segundo,CA","2171 Rosecrans Ave, El Segundo,CA 90245, none listed|Hours:11AM-11PM, 7 days a week"
-118.2548779,34.1428766,"Shake Shack-Glendale,CA","252 S Brand Blvd, Glendale,CA 91204, (818) 858-1612|Hours:11AM-11PM, 7 days a week"
-122.50939,37.94813,"Shake Shack-Larkspur,CA","1401 Larkspur Landing Circle, Larkspur,CA 94939, (628) 212-2050|Hours:11AM-10PM, Sun-Thur|11AM-11PM, Fri & Sat"
-118.1096458,33.7548562,"Shake Shack-Long Beach,CA","6440 E Pacific Coast Hwy [ste 100], Long Beach,CA 90803, (562) 380-2090|Hours: 11AM-10PM,Sun-Thur|11AM-11PM,Fri & Sat"
-118.3756943,33.9722214,"Shake Shack-Los Angeles,CA","1 World Way [LA Int Term 3/Gate 34], Los Angeles,CA 90045, none listed|Hours:6AM-12AM, 7 days a week"
-118.240056,34.07456,"Shake Shack-Los Angeles,CA","1000 Vin Scully Ave, Los Angeles,CA 90012, (none listed)|Hours: 90 min before game until after last pitch"
-118.41982,34.05996,"Shake Shack-Los Angeles,CA","10250 Santa Monica Blvd, Los Angeles,CA 90067, (424) 218-0076|Hours: 11AM-10PM, Mon-Sat|11AM–9PM, Sun"
-118.252626,34.052838,"Shake Shack-Los Angeles,CA","330 South Hope St [ste 223], Los Angeles,CA 90071, (213) 559-0014|Hours: 11AM-5PM, Mon-Fri|Sat-Sun Closed"
-118.279684,34.092243,"Shake Shack-Los Angeles,CA","3903 W Sunset Blvd, Los Angeles,CA 90029, (323) 484-8522|Hours: 11AM-10PM, Mon-Fri|11AM-6PM, Sat|Sun Closed"
-118.2559927,34.0445016,"Shake Shack-Los Angeles,CA","400 West 8th St, Los Angeles,CA 90014, (213) 213-5307|Hours:11AM-10PM, Mon-Sun"
-118.438172,33.977838,"Shake Shack-Los Angeles,CA","4786 Admiralty Way, Los Angeles,CA 90292, (213) 618-3241|Hours:11AM-10PM, Sun-Thur|11AM-11PM, Fri & Sat"
-118.3245952,34.1016946,"Shake Shack-Los Angeles,CA","6201 Hollywood Blvd, Los Angeles,CA 90028, (323) 593-7763|Hours:11AM-11PM, 7 days a week"
-122.269443,37.808827,"Shake Shack-Oakland,CA","1954 Telegraph Ave, Oakland,CA 94612, (510) 380-6422|Hours: 11AM-9PM, 7 days a week"
-122.1695431,37.4449018,"Shake Shack-Palo Alto,CA","180 El Camino Read [ste 950 Stanford SC], Palo Alto,CA 94304,none listed|Hours:11AM-10PM,Sun-Thur|11AM-11PM, Fri & Sat"
-118.147075,34.132838,"Shake Shack-Pasadena,CA","750 Arroyo Pkwy, Pasadena,CA 91105, (747) 215-2745|Hours:11AM-10PM,7 days a week"
-121.27084,38.773586,"Shake Shack-Roseville,CA","1151 Galleria Blvd [ste FC-12], Roseville,CA 95678, (279) 888-9070|Hours:11AM-7PM,Sun-Thur"
-121.487124,38.568376,"Shake Shack-Sacramento,CA","1710 R St [ste 190], Sacramento,CA 95811, (279) 321-4002|Hours:11am-10pm,Sun-thur,11am-11pm,Fri & Sat"
-117.169507,32.72572,"Shake Shack-San Diego,CA","2008 India St, San Diego,CA 92101, (619) 331-3958|Hours:11AM-10PM, Sun-Thur|11AM-11PM,Fri & Sat"
-117.2359885,32.9514506,"Shake Shack-San Diego,CA","3705 Paseo Place [ste 1140], San Diego,CA 92130, (619) 363-3604|Hours:11AM-10PM, 7 days a week"
